STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,   MIN  ,PRCP  ,SNDP , FRSHTT,
725090,14739, 20070606,   64.0,24,   49.0,24, 1005.4,24, 9999.9, 0,   9.9,24,  10.4,24,  18.1,  25.1,   72.0*,   55.4*, 0.00G,999.9, 000000,
725090,14739, 20070607,   60.7,24,   40.3,24, 1016.0,24, 9999.9, 0,  10.0,24,   8.4,24,  18.1,  19.0,   72.0 ,   51.1 , 0.00I,999.9, 000000,
725090,14739, 20070608,   64.8,24,   53.0,24, 1015.5,24, 9999.9, 0,  10.0,24,   6.8,24,  12.0, 999.9,   71.1 ,   51.1 , 0.00I,999.9, 000000,
725090,14739, 20070609,   60.5,24,   57.7,24, 1013.0,18, 9999.9, 0,   4.4,24,   5.9,24,   9.9, 999.9,   69.1 ,   57.0 , 0.00H,999.9, 110000,
725090,14739, 20070610,   60.9,24,   52.4,24, 1016.9,24, 9999.9, 0,   9.7,24,   6.4,24,  13.0, 999.9,   69.1 ,   53.1 , 0.00A,999.9, 000000,
725090,14739, 20070611,   69.8,24,   57.2,24, 1015.2,24, 9999.9, 0,  10.0,24,   5.9,24,  11.1, 999.9,   79.0 ,   53.1 , 0.00I,999.9, 000000,
725090,14739, 20070612,   68.1,24,   58.8,24, 1015.6,23, 9999.9, 0,  10.0,24,   8.7,24,  15.0,  21.0,   79.0 ,   64.0 , 0.07G,999.9, 010000,
725090,14739, 20070613,   57.6,24,   51.7,24, 1019.9,18, 9999.9, 0,   8.4,24,  13.2,24,  21.0,  28.0,   73.9 ,   54.0 , 0.01G,999.9, 010000,
725090,14739, 20070614,   56.9,24,   48.4,24, 1020.7,24, 9999.9, 0,  10.0,24,  11.9,24,  16.9,  22.9,   60.8*,   55.4*, 0.00G,999.9, 010000,
725090,14739, 20070615,   57.6,24,   49.0,24, 1019.1,23, 9999.9, 0,  10.0,24,   7.2,24,  12.0, 999.9,   66.2*,   50.0*, 0.00I,999.9, 000000,
725090,14739, 20070616,   65.2,24,   53.2,24, 1015.3,24, 9999.9, 0,  10.0,24,   5.7,24,  15.0, 999.9,   75.9 ,   50.0 , 0.00I,999.9, 000000,
725090,14739, 20070617,   73.5,24,   58.5,24, 1010.7,24, 9999.9, 0,   9.9,24,   8.0,24,  12.0,  21.0,   88.0 ,   57.9 , 0.00H,999.9, 010000,
725090,14739, 20070618,   73.6,24,   53.2,24, 1014.1,24, 9999.9, 0,  10.0,24,   8.2,24,  12.0, 999.9,   88.0 ,   63.0 , 0.02G,999.9, 000000,
725090,14739, 20070619,   72.3,24,   53.7,24, 1016.9,24, 9999.9, 0,  10.0,24,   7.3,24,  15.0,  20.0,   82.0 ,   64.0 , 0.00G,999.9, 000000,
725090,14739, 20070620,   72.0,24,   60.9,24, 1010.2,22, 9999.9, 0,   8.1,24,   7.8,24,  13.0,  19.0,   82.0 ,   66.0 , 0.16B,999.9, 010000,
725090,14739, 20070621,   70.9,24,   52.6,24, 1009.8,22, 9999.9, 0,   9.7,24,  10.6,24,  15.0,  32.1,   81.0 ,   62.1 , 0.05B,999.9, 010000,
725090,14739, 20070622,   66.0,24,   53.3,24, 1005.2,24, 9999.9, 0,  10.0,24,  10.8,24,  16.9,  26.0,   81.0 ,   60.1 , 0.07C,999.9, 010010,
725090,14739, 20070623,   63.4,23,   45.6,23, 1008.2,23, 9999.9, 0,  10.0,23,  12.7,23,  16.9,  22.9,   73.9 ,   55.9 , 0.00A,999.9, 000000,
725090,14739, 20070624,   67.9,24,   43.7,24, 1014.4,24, 9999.9, 0,  10.0,24,   8.6,24,  12.0,  19.0,   79.0 ,   55.9 , 0.00I,999.9, 000000,
725090,14739, 20070625,   77.2,24,   55.3,24, 1019.8,24, 9999.9, 0,  10.0,24,   8.5,24,  18.1,  22.9,   89.1 ,   57.0 , 0.00I,999.9, 000000,
725090,14739, 20070626,   79.9,24,   62.7,24, 1020.9,24, 9999.9, 0,   8.9,24,   9.4,24,  13.0,  19.0,   95.0*,   66.2*, 0.00I,999.9, 000000,
725090,14739, 20070627,   86.1,24,   67.4,24, 1016.5,24, 9999.9, 0,   5.7,24,  10.9,24,  16.9,  22.9,   96.8*,   75.2*, 0.00I,999.9, 000000,
725090,14739, 20070628,   82.5,24,   67.4,24, 1010.3,24, 9999.9, 0,   8.5,24,  12.3,24,  16.9,  22.0,   90.0*,   75.2*, 0.00A,999.9, 000000,
